#BOM付きUTF8で保存された場合に一行目が解析不能になるDLPropertiesの不具合に備えてコメントアウト

Num  = 3074
1401 = "DirDamageSmallLeft_Add_to_DamageDirNoAdd"
1402 = "DirDamageSmallRight_Add_to_DamageDirNoAdd"
1403 = "Event"
1404 = "Event_BackStepGuardOut"
1405 = "Event_JumpNormalAttack_Add"
1406 = "Event17140_to_Event18140"
1407 = "Event6000_to_Event6001"
1408 = "Event60480_to_Event60481"
1409 = "Event60510_to_Event60511"
1410 = "Event60540_to_Event60541"
1411 = "Event60543_to_Event60541"
1412 = "Event67010_to_Event67011"
1413 = "Event80050_to_Event80051"
1414 = "Event80540_to_Event80541"
1415 = "Event80800_to_Event80801"
1416 = "Event80900_to_Event80901"
1417 = "Event80910_to_Event80911"
1418 = "Event80920_to_Event80921"
1419 = "Event80930_to_Event80931"
1420 = "Event80940_to_Event80941"
1421 = "Event80950_to_Event80951"
1422 = "Event80960_to_Event80961"
1423 = "Event80970_to_Event80971"
1424 = "Event80980_to_Event80981"
1425 = "Event81000_to_Event81001"
1426 = "Event81010_to_Event81011"
1427 = "Event81020_to_Event81021"
1428 = "Event81030_to_Event81030"
1429 = "Event81030_to_Event81031"
1430 = "Event81040_to_Event81041"
1431 = "Event81050_to_Event81051"
1432 = "Event81060_to_Event81061"
1433 = "Event81080_to_Event81081"
1434 = "Event90300_to_Event90301"
1435 = "Event90305_to_Event90306"
1436 = "Event90310_to_Event90311"
1437 = "Event90315_to_Event90316"
1438 = "Event90320_to_Event90321"
1439 = "Event90325_to_Event90326"
1440 = "Event90330_to_Event90331"
1441 = "Event90335_to_Event90336"
1442 = "FallDeathFaceDown_to_FallDeathLoopFaceDown"
1443 = "FallDeathFaceUp_to_FallDeathLoopFaceUp"
1444 = "FallLoop"
1445 = "FallStartFaceDown_to_FallLoopFaceDown"
1446 = "FallStartFaceUp_to_FallLoopFaceUp"
1447 = "GreatBonfireStart_to_GreatBonfireLoop"
1448 = "HandChangeStart_to_HandChangeEnd"
1449 = "HandChangeStart_Upper_to_HandChangeEnd_Upper00"
1450 = "Jump_D_to_Jump_Loop"
1451 = "Jump_F_to_Jump_Loop"
1452 = "Jump_N_to_Jump_Loop"
1453 = "Jump_RideOff_to_Jump_Loop"
1454 = "JumpAttack_Start_Falling_D_to_Jump_Loop"
1455 = "JumpAttack_Start_Falling_F_to_Jump_Loop"
1456 = "JumpAttack_Start_Falling_to_Jump_Loop"
1457 = "LadderDeathIdle"
1458 = "LadderDeathLand"
1459 = "LadderDeathLoop"
1460 = "LadderFall_to_LadderFallLanding"
1461 = "Land"
1462 = "Ride_SA_Add00_to_Ride_SA_Add_Default"
1463 = "RideDeath_to_RideDeath_Idle00"
1464 = "RideFireMiddleDamageBlend_Add_to_Ride_FireDamageBlend_Default"
1465 = "RideFireSmallDamageBlend_Add_to_Ride_FireDamageBlend_Default"
1466 = "RideItemMeganeStart_to_RideItemMeganeLoop"
1467 = "SAMagicStart_to_SAMagic_Default"
1468 = "Stealth_to_Stealth_Idle_to_Stealth_Idle"
1469 = "StealthHandChangeStart_to_StealthHandChangeEnd"
1470 = "StealthHandChangeStart_Upper_to_StealthHandChangeEnd_Upper"
1471 = "ThrowDeath"
1472 = "ThrowDeathIdle"
1473 = "W_AddBlendSpeak"
1474 = "W_AddBlendSpeakFadeIn"
1475 = "W_AddBlendSpeakFadeOut"
1476 = "W_AddDamageDefault"
1477 = "W_AddDamageGuardDefault"
1478 = "W_AddDamageGuardStartBack"
1479 = "W_AddDamageGuardStartFront"
1480 = "W_AddDamageGuardStartLeft"
1481 = "W_AddDamageGuardStartRight"
1482 = "W_AddDamageLv0"
1483 = "W_AddDamageLv0_Default"
1484 = "W_AddDamageStartBack"
1485 = "W_AddDamageStartFront"
1486 = "W_AddDamageStartLeft"
1487 = "W_AddDamageStartRight"
1488 = "W_AddTalkHead"
1489 = "W_AddTalkHead_Default"
1490 = "W_AttackArrowLeftFire"
1491 = "W_AttackArrowLeftFireDash"
1492 = "W_AttackArrowLeftFireMove"
1493 = "W_AttackArrowLeftFireMove_Upper"
1494 = "W_AttackArrowLeftFireStep"
1495 = "W_AttackArrowLeftLoop"
1496 = "W_AttackArrowLeftLoop_Upper"
1497 = "W_AttackArrowLeftStart"
1498 = "W_AttackArrowLeftStart_Upper"
1499 = "W_AttackArrowLeftStartContinue"
1500 = "W_AttackArrowLeftStartContinue_Upper"
1501 = "W_AttackArrowRightFire"
1502 = "W_AttackArrowRightFireDash"
1503 = "W_AttackArrowRightFireMove"
1504 = "W_AttackArrowRightFireMove_Upper"
1505 = "W_AttackArrowRightFireStep"
1506 = "W_AttackArrowRightLoop"
1507 = "W_AttackArrowRightLoop_Upper"
1508 = "W_AttackArrowRightStart"
1509 = "W_AttackArrowRightStart_Upper"
1510 = "W_AttackArrowRightStartContinue"
1511 = "W_AttackArrowRightStartContinue_Upper"
1512 = "W_AttackBoth"
1513 = "W_AttackBothBackstep"
1514 = "W_AttackBothDash"
1515 = "W_AttackBothHeavy1End"
1516 = "W_AttackBothHeavy1Start"
1517 = "W_AttackBothHeavy1SubStart"
1518 = "W_AttackBothHeavy2End"
1519 = "W_AttackBothHeavy2Start"
1520 = "W_AttackBothHeavyCounter"
1521 = "W_AttackBothHeavyDash"
1522 = "W_AttackBothHeavySpecial1End"
1523 = "W_AttackBothHeavySpecial1Start"
1524 = "W_AttackBothHeavySpecial1SubStart"
1525 = "W_AttackBothHeavySpecial2End"
1526 = "W_AttackBothHeavySpecial2Start"
1527 = "W_AttackBothLeft1"
1528 = "W_AttackBothLeft2"
1529 = "W_AttackBothLeft3"
1530 = "W_AttackBothLeftDash"
1531 = "W_AttackBothLight1"
1532 = "W_AttackBothLight2"
1533 = "W_AttackBothLight3"
1534 = "W_AttackBothLight4"
1535 = "W_AttackBothLight5"
1536 = "W_AttackBothLight6"
1537 = "W_AttackBothLightCounter"
1538 = "W_AttackBothLightFastStep"
1539 = "W_AttackBothLightStep"
1540 = "W_AttackBothLightSubStart"
1541 = "W_AttackBothSpecial1"
1542 = "W_AttackBothSpecial2"
1543 = "W_AttackCrossbowBothLeftEmpty"
1544 = "W_AttackCrossbowBothLeftEmpty_Upper"
1545 = "W_AttackCrossbowBothLeftFire"
1546 = "W_AttackCrossbowBothLeftFire_Upper"
1547 = "W_AttackCrossbowBothLeftLoop"
1548 = "W_AttackCrossbowBothLeftLoop_Upper"
1549 = "W_AttackCrossbowBothLeftReload"
1550 = "W_AttackCrossbowBothLeftReload_Upper"
1551 = "W_AttackCrossbowBothLeftStart"
1552 = "W_AttackCrossbowBothLeftStart_Upper"
1553 = "W_AttackCrossbowBothRightEmpty"
1554 = "W_AttackCrossbowBothRightEmpty_Upper"
1555 = "W_AttackCrossbowBothRightFire"
1556 = "W_AttackCrossbowBothRightFire_Upper"
1557 = "W_AttackCrossbowBothRightLoop"
1558 = "W_AttackCrossbowBothRightLoop_Upper"
1559 = "W_AttackCrossbowBothRightReload"
1560 = "W_AttackCrossbowBothRightReload_Upper"
1561 = "W_AttackCrossbowBothRightStart"
1562 = "W_AttackCrossbowBothRightStart_Upper"
1563 = "W_AttackCrossbowBothRightStartContinue"
1564 = "W_AttackCrossbowBothRightStartContinue_Upper"
1565 = "W_AttackCrossbowLeftEmpty"
1566 = "W_AttackCrossbowLeftEmpty_Upper"
1567 = "W_AttackCrossbowLeftFire"
1568 = "W_AttackCrossbowLeftFire_Upper"
1569 = "W_AttackCrossbowLeftLoop"
1570 = "W_AttackCrossbowLeftLoop_Upper"
1571 = "W_AttackCrossbowLeftReload"
1572 = "W_AttackCrossbowLeftReload_Upper"
1573 = "W_AttackCrossbowLeftStart"
1574 = "W_AttackCrossbowLeftStart_Upper"
1575 = "W_AttackCrossbowRightEmpty"
1576 = "W_AttackCrossbowRightEmpty_Upper"
1577 = "W_AttackCrossbowRightFire"
1578 = "W_AttackCrossbowRightFire_Upper"
1579 = "W_AttackCrossbowRightLoop"
1580 = "W_AttackCrossbowRightLoop_Upper"
1581 = "W_AttackCrossbowRightReload"
1582 = "W_AttackCrossbowRightReload_Upper"
1583 = "W_AttackCrossbowRightStart"
1584 = "W_AttackCrossbowRightStart_Upper"
1585 = "W_AttackDualBackStep"
1586 = "W_AttackDualDash"
1587 = "W_AttackDualLight1"
1588 = "W_AttackDualLight2"
1589 = "W_AttackDualLight3"
1590 = "W_AttackDualLight4"
1591 = "W_AttackDualLight5"
1592 = "W_AttackDualLight6"
1593 = "W_AttackDualRolling"
1594 = "W_AttackLeft"
1595 = "W_AttackLeftHeavy1"
1596 = "W_AttackLeftHeavy2"
1597 = "W_AttackLeftHeavy3"
1598 = "W_AttackLeftHeavy4"
1599 = "W_AttackLeftHeavy5"
1600 = "W_AttackLeftHeavy6"
1601 = "W_AttackLeftHeavySubStart"
1602 = "W_AttackLeftLight1"
1603 = "W_AttackRight"
1604 = "W_AttackRightBackstep"
1605 = "W_AttackRightCounter"
1606 = "W_AttackRightHeavy1End"
1607 = "W_AttackRightHeavy1Start"
1608 = "W_AttackRightHeavy1SubStart"
1609 = "W_AttackRightHeavy2End"
1610 = "W_AttackRightHeavy2Start"
1611 = "W_AttackRightHeavyCounter"
1612 = "W_AttackRightHeavyDash"
1613 = "W_AttackRightHeavySpecial1End"
1614 = "W_AttackRightHeavySpecial1Start"
1615 = "W_AttackRightHeavySpecial1SubStart"
1616 = "W_AttackRightHeavySpecial2End"
1617 = "W_AttackRightHeavySpecial2Start"
1618 = "W_AttackRightLight1"
1619 = "W_AttackRightLight2"
1620 = "W_AttackRightLight3"
1621 = "W_AttackRightLight4"
1622 = "W_AttackRightLight5"
1623 = "W_AttackRightLight6"
1624 = "W_AttackRightLightCounter"
1625 = "W_AttackRightLightDash"
1626 = "W_AttackRightLightFastStep"
1627 = "W_AttackRightLightStep"
1628 = "W_AttackRightLightSubStart"
1629 = "W_AttackRightSpecial1"
1630 = "W_AttackRightSpecial2"
1631 = "W_AttackRightWhileGuard"
1632 = "W_AttackRightWhileGuard00"
1633 = "W_BackStep"
1634 = "W_BackStepGuardEnd_Upper"
1635 = "W_BackStepGuardEnd_UpperLayer"
1636 = "W_BackStepGuardOn_SelfTrans_Upper"
1637 = "W_BackStepGuardOn_Upper"
1638 = "W_BackStepGuardOn_UpperLayer"
1639 = "W_BackStepHalf"
1640 = "W_BackStepHalf_Upper"
1641 = "W_BackStepHalf_Zero_Upper"
1642 = "W_Bonfire"
1643 = "W_BonfireEnd"
1644 = "W_BonfireEnd2"
1645 = "W_BonfireGiveHeroPoint"
1646 = "W_BonfireHumanRestore"
1647 = "W_BonfireInitialize"
1648 = "W_BonfireLevelUpEnd"
1649 = "W_BonfireLevelUpEndLeft"
1650 = "W_BonfireLevelUpLoop"
1651 = "W_BonfireLevelUpLoopLeft"
1652 = "W_BonfireLevelUpStart"
1653 = "W_BonfireLevelUpStartLeft"
1654 = "W_BonfireLoop"
1655 = "W_BonfireLoop1ToLoop2"
1656 = "W_BonfireLoop2"
1657 = "W_BonfireLoop2ToLoop1"
1658 = "W_BonfireLoop2ToLoop1Left"
1659 = "W_BonfireStart"
1660 = "W_BonfireStart2"
1661 = "W_BonfireStartStand"
1662 = "W_BonfireTalkEnd"
1663 = "W_BonfireTalkEnd2"
1664 = "W_BonfireTalkEndLeft"
1665 = "W_BonfireTalkEndLeft2"
1666 = "W_BonfireTalkLoop"
1667 = "W_BonfireTalkLoop2"
1668 = "W_BonfireTalkLoopLeft"
1669 = "W_BonfireTalkLoopLeft2"
1670 = "W_BonfireTalkStart"
1671 = "W_BonfireTalkStart2"
1672 = "W_BonfireTalkStartLeft"
1673 = "W_BonfireTalkStartLeft2"
1674 = "W_BonfireWarp"
1675 = "W_BonfireWarpEnd"
1676 = "W_ChainRecover"
1677 = "W_ChainRecover_mirror"
1678 = "W_ChainRecover_Upper"
1679 = "W_DamageBind"
1680 = "W_DamageDirNoAdd"
1681 = "W_DamageLarge2"
1682 = "W_DamageLv1_Small"
1683 = "W_DamageLV10_ExBlast"
1684 = "W_DamageLv11_Breath"
1685 = "W_DamageLv2_Middle"
1686 = "W_DamageLv3_Large"
1687 = "W_DamageLv4_ExLarge"
1688 = "W_DamageLv5_Push"
1689 = "W_DamageLv6_Fling"
1690 = "W_DamageLv7_SmallBlow"
1691 = "W_DamageLv8_Minimum"
1692 = "W_DamageLv9_Upper"
1693 = "W_DamageMad"
1694 = "W_DamageParry"
1695 = "W_DamageSABreak"
1696 = "W_DamageSleepResist"
1697 = "W_Dash180"
1698 = "W_Dash180HalfBlend"
1699 = "W_DashStop"
1700 = "W_DashStopHalfBlend"
1701 = "W_DefaultBackStep"
1702 = "W_DragonFullStartAfter"
1703 = "W_DragonFullStartAfter_Upper"
1704 = "W_DrawStanceNoSyncLoop"
1705 = "W_DrawStanceNoSyncLoop_Upper"
1706 = "W_DrawStanceRightAttackHeavy"
1707 = "W_DrawStanceRightAttackHeavy2"
1708 = "W_DrawStanceRightAttackLight"
1709 = "W_DrawStanceRightAttackLightCancel"
1710 = "W_DrawStanceRightEnd"
1711 = "W_DrawStanceRightEnd_Upper"
1712 = "W_DrawStanceRightLoop"
1713 = "W_DrawStanceRightLoop_Upper"
1714 = "W_DrawStanceRightStart"
1715 = "W_DrawStanceRightStart_Upper"
1716 = "W_EStepDown"
1717 = "W_Event150250"
1718 = "W_Event160070"
1719 = "W_Event17140"
1720 = "W_Event26001"
1721 = "W_Event26011"
1722 = "W_Event26020"
1723 = "W_Event26021"
1724 = "W_Event26030"
1725 = "W_Event26031"
1726 = "W_Event360070"
1727 = "W_Event50050"
1728 = "W_Event50250"
1729 = "W_Event6000"
1730 = "W_Event60000"
1731 = "W_Event60001"
1732 = "W_Event60002"
1733 = "W_Event60003"
1734 = "W_Event6001"
1735 = "W_Event60010"
1736 = "W_Event6002"
1737 = "W_Event60020"
1738 = "W_Event60030"
1739 = "W_Event60040"
1740 = "W_Event60060"
1741 = "W_Event60070"
1742 = "W_Event60071"
1743 = "W_Event60080"
1744 = "W_Event60090"
1745 = "W_Event60100"
1746 = "W_Event60110"
1747 = "W_Event60120"
1748 = "W_Event60130"
1749 = "W_Event60131"
1750 = "W_Event60160"
1751 = "W_Event60170"
1752 = "W_Event60180"
1753 = "W_Event60190"
1754 = "W_Event60200"
1755 = "W_Event60201"
1756 = "W_Event60202"
1757 = "W_Event60210"
1758 = "W_Event60220"
1759 = "W_Event60230"
1760 = "W_Event60231"
1761 = "W_Event60240"
1762 = "W_Event60241"
1763 = "W_Event60250"
1764 = "W_Event60260"
1765 = "W_Event6026000"
1766 = "W_Event60265"
1767 = "W_Event60270"
1768 = "W_Event60350"
1769 = "W_Event60360"
1770 = "W_Event60370"
1771 = "W_Event60380"
1772 = "W_Event60390"
1773 = "W_Event60400"
1774 = "W_Event60450"
1775 = "W_Event60451"
1776 = "W_Event60455"
1777 = "W_Event60456"
1778 = "W_Event60460"
1779 = "W_Event60470"
1780 = "W_Event60471"
1781 = "W_Event60472"
1782 = "W_Event60473"
1783 = "W_Event60480"
1784 = "W_Event60481"
1785 = "W_Event60482"
1786 = "W_Event60490"
1787 = "W_Event60500"
1788 = "W_Event60501"
1789 = "W_Event60502"
1790 = "W_Event60503"
1791 = "W_Event60504"
1792 = "W_Event60505"
1793 = "W_Event60510"
1794 = "W_Event60511"
1795 = "W_Event60512"
1796 = "W_Event60513"
1797 = "W_Event60520"
1798 = "W_Event60521"
1799 = "W_Event60522"
1800 = "W_Event60523"
1801 = "W_Event60524"
1802 = "W_Event60525"
1803 = "W_Event60530"
1804 = "W_Event60540"
1805 = "W_Event60541"
1806 = "W_Event60542"
1807 = "W_Event60543"
1808 = "W_Event60550"
1809 = "W_Event60560"
1810 = "W_Event60750"
1811 = "W_Event60760"
1812 = "W_Event60780"
1813 = "W_Event60790"
1814 = "W_Event60800"
1815 = "W_Event60810"
1816 = "W_Event60811"
1817 = "W_Event63000"
1818 = "W_Event63010"
1819 = "W_Event63020"
1820 = "W_Event63021"
1821 = "W_Event63040"
1822 = "W_Event63050"
1823 = "W_Event63060"
1824 = "W_Event63061"
1825 = "W_Event63070"
1826 = "W_Event63080"
1827 = "W_Event63090"
1828 = "W_Event65012"
1829 = "W_Event65013"
1830 = "W_Event65030"
1831 = "W_Event65040"
1832 = "W_Event67000"
1833 = "W_Event67001"
1834 = "W_Event67010"
1835 = "W_Event67011"
1836 = "W_Event67020"
1837 = "W_Event67030"
1838 = "W_Event67040"
1839 = "W_Event67050"
1840 = "W_Event67060"
1841 = "W_Event67070"
1842 = "W_Event67080"
1843 = "W_Event67090"
1844 = "W_Event67100"
1845 = "W_Event68000"
1846 = "W_Event68001"
1847 = "W_Event68002"
1848 = "W_Event68010"
1849 = "W_Event68011"
1850 = "W_Event68012"
1851 = "W_Event68020"
1852 = "W_Event68021"
1853 = "W_Event68022"
1854 = "W_Event68023"
1855 = "W_Event68024"
1856 = "W_Event68040"
1857 = "W_Event68041"
1858 = "W_Event68042"
1859 = "W_Event68043"
1860 = "W_Event68050"
1861 = "W_Event68100"
1862 = "W_Event68101"
1863 = "W_Event68110"
1864 = "W_Event68120"
1865 = "W_Event68200"
1866 = "W_Event68201"
1867 = "W_Event68202"
1868 = "W_Event68205"
1869 = "W_Event68206"
1870 = "W_Event68207"
1871 = "W_Event68210"
1872 = "W_Event68211"
1873 = "W_Event68212"
1874 = "W_Event68215"
1875 = "W_Event68216"
1876 = "W_Event68217"
1877 = "W_Event68220"
1878 = "W_Event68221"
1879 = "W_Event68222"
1880 = "W_Event68225"
1881 = "W_Event68226"
1882 = "W_Event68227"
1883 = "W_Event69000"
1884 = "W_Event69001"
1885 = "W_Event69002"
1886 = "W_Event69003"
1887 = "W_Event69010"
1888 = "W_Event69030"
1889 = "W_Event80000"
1890 = "W_Event80010"
1891 = "W_Event80020"
1892 = "W_Event80030"
1893 = "W_Event80040"
1894 = "W_Event80050"
1895 = "W_Event80051"
1896 = "W_Event80060"
1897 = "W_Event80070"
1898 = "W_Event80080"
1899 = "W_Event80090"
1900 = "W_Event80100"
1901 = "W_Event80131"
1902 = "W_Event80200"
1903 = "W_Event80210"
1904 = "W_Event80220"
1905 = "W_Event80230"
1906 = "W_Event80240"
1907 = "W_Event80250"
1908 = "W_Event80300"
1909 = "W_Event80400"
1910 = "W_Event80410"
1911 = "W_Event80500"
1912 = "W_Event80510"
1913 = "W_Event80520"
1914 = "W_Event80530"
1915 = "W_Event80540"
1916 = "W_Event80541"
1917 = "W_Event80550"
1918 = "W_Event80600"
1919 = "W_Event80700"
1920 = "W_Event80710"
1921 = "W_Event80720"
1922 = "W_Event80730"
1923 = "W_Event80800"
1924 = "W_Event80801"
1925 = "W_Event80900"
1926 = "W_Event80901"
1927 = "W_Event80910"
1928 = "W_Event80911"
1929 = "W_Event80920"
1930 = "W_Event80921"
1931 = "W_Event80930"
1932 = "W_Event80931"
1933 = "W_Event80940"
1934 = "W_Event80941"
1935 = "W_Event80950"
1936 = "W_Event80951"
1937 = "W_Event80960"
1938 = "W_Event80961"
1939 = "W_Event80970"
1940 = "W_Event80971"
1941 = "W_Event80980"
1942 = "W_Event80981"
1943 = "W_Event81000"
1944 = "W_Event81001"
1945 = "W_Event81010"
1946 = "W_Event81011"
1947 = "W_Event81020"
1948 = "W_Event81021"
1949 = "W_Event81030"
1950 = "W_Event81031"
1951 = "W_Event81040"
1952 = "W_Event81041"
1953 = "W_Event81050"
1954 = "W_Event81051"
1955 = "W_Event81060"
1956 = "W_Event81061"
1957 = "W_Event81080"
1958 = "W_Event81081"
1959 = "W_Event90000"
1960 = "W_Event90001"
1961 = "W_Event90002"
1962 = "W_Event90003"
1963 = "W_Event90004"
1964 = "W_Event90005"
1965 = "W_Event90006"
1966 = "W_Event90007"
1967 = "W_Event90008"
1968 = "W_Event90009"
1969 = "W_Event90100"
1970 = "W_Event90100_FromTalk"
1971 = "W_Event90101"
1972 = "W_Event90101_FromTalk"
1973 = "W_Event90102"
1974 = "W_Event90102_FromTalk"
1975 = "W_Event90103"
1976 = "W_Event90103_FromTalk"
1977 = "W_Event90104"
1978 = "W_Event90104_FromTalk"
1979 = "W_Event90105"
1980 = "W_Event90105_FromTalk"
1981 = "W_Event90106"
1982 = "W_Event90106_FromTalk"
1983 = "W_Event90107"
1984 = "W_Event90107_FromTalk"
1985 = "W_Event90108"
1986 = "W_Event90108_FromTalk"
1987 = "W_Event90109"
1988 = "W_Event90109_FromTalk"
1989 = "W_Event90200"
1990 = "W_Event90201"
1991 = "W_Event90202"
1992 = "W_Event90203"
1993 = "W_Event90204"
1994 = "W_Event90205"
1995 = "W_Event90206"
1996 = "W_Event90207"
1997 = "W_Event90208"
1998 = "W_Event90209"
1999 = "W_Event90210"
2000 = "W_Event90211"
2001 = "W_Event90300"
2002 = "W_Event90301"
2003 = "W_Event90302"
2004 = "W_Event90305"
2005 = "W_Event90306"
2006 = "W_Event90307"
2007 = "W_Event90310"
2008 = "W_Event90311"
2009 = "W_Event90312"
2010 = "W_Event90315"
2011 = "W_Event90316"
2012 = "W_Event90317"
2013 = "W_Event90320"
2014 = "W_Event90321"
2015 = "W_Event90322"
2016 = "W_Event90325"
2017 = "W_Event90326"
2018 = "W_Event90327"
2019 = "W_Event90330"
2020 = "W_Event90331"
2021 = "W_Event90332"
2022 = "W_Event90335"
2023 = "W_Event90336"
2024 = "W_Event90337"
2025 = "W_Event90400"
2026 = "W_Event90401"
2027 = "W_Event90402"
2028 = "W_Event90403"
2029 = "W_Event99998"
2030 = "W_Event99999"
2031 = "W_EventHalfBlend360070"
2032 = "W_EventHalfBlend360070_Upper"
2033 = "W_EventHalfBlend60071"
2034 = "W_EventHalfBlend60071_Upper"
2035 = "W_EyeBlinkFadeIn"
2036 = "W_EyeBlinkFadeOut"
2037 = "W_FallDeath"
2038 = "W_FallDeathFaceDown"
2039 = "W_FallDeathFaceUp"
2040 = "W_FallDeathLoop"
2041 = "W_FallDeathLoopFaceDown"
2042 = "W_FallDeathLoopFaceUp"
2043 = "W_FallJumpStart"
2044 = "W_FallLoop"
2045 = "W_FallLoopFaceDown"
2046 = "W_FallLoopFaceUp"
2047 = "W_FallStart"
2048 = "W_FallStartFaceDown"
2049 = "W_FallStartFaceUp"
2050 = "W_GestureEnd"
2051 = "W_GestureEnd_Upper"
2052 = "W_GestureLoop"
2053 = "W_GestureLoop_Upper"
2054 = "W_GestureLoopStart"
2055 = "W_GestureLoopStart_Upper"
2056 = "W_GestureStart"
2057 = "W_GestureStart_Upper"
2058 = "W_GreatBonfireEnd"
2059 = "W_GreatBonfireLoop"
2060 = "W_GreatBonfireStart"
2061 = "W_GuardBreakRight"
2062 = "W_GuardDamage"
2063 = "W_GuardDamageExLarge"
2064 = "W_GuardEnd_Upper"
2065 = "W_GuardOn"
2066 = "W_GuardOn_Upper"
2067 = "W_GuardStart_Upper"
2068 = "W_HalfBlend"
2069 = "W_HandChangeEnd"
2070 = "W_HandChangeEnd_mirror"
2071 = "W_HandChangeEnd_Upper"
2072 = "W_HandChangeStart"
2073 = "W_HandChangeStart_mirror"
2074 = "W_HandChangeStart_Upper"
2075 = "W_ItemAromaBreath"
2076 = "W_ItemAromaBreath_Upper"
2077 = "W_ItemAromaDrink"
2078 = "W_ItemAromaDrink_Upper"
2079 = "W_ItemAromaFront"
2080 = "W_ItemAromaFront_Upper"
2081 = "W_ItemAromaUp"
2082 = "W_ItemAromaUp_Upper"
2083 = "W_ItemAromaWide"
2084 = "W_ItemAromaWide_Upper"
2085 = "W_ItemCombo"
2086 = "W_ItemCombo_Upper"
2087 = "W_ItemCopySleep"
2088 = "W_ItemCopySleep_Upper"
2089 = "W_ItemDash"
2090 = "W_ItemDash_Upper"
2091 = "W_ItemDrinkEmpty"
2092 = "W_ItemDrinkEmpty_Upper"
2093 = "W_ItemDrinkEnd"
2094 = "W_ItemDrinkEnd_Upper"
2095 = "W_ItemDrinking"
2096 = "W_ItemDrinking_Upper"
2097 = "W_ItemDrinkingMP"
2098 = "W_ItemDrinkingMP_Upper"
2099 = "W_ItemDrinkNothing"
2100 = "W_ItemDrinkNothing_Upper"
2101 = "W_ItemDrinkStart"
2102 = "W_ItemDrinkStart_Upper"
2103 = "W_ItemDrinkStartMP"
2104 = "W_ItemDrinkStartMP_Upper"
2105 = "W_ItemEatJerky"
2106 = "W_ItemEatJerky_Upper"
2107 = "W_ItemElixir"
2108 = "W_ItemElixir_Upper"
2109 = "W_ItemHolySymbol"
2110 = "W_ItemHolySymbol_Upper"
2111 = "W_ItemHorn"
2112 = "W_ItemHorn_Upper"
2113 = "W_ItemHost"
2114 = "W_ItemHost_Upper"
2115 = "W_ItemInvalid"
2116 = "W_ItemInvalid_Upper"
2117 = "W_ItemLadderDrinkEmptyLeft"
2118 = "W_ItemLadderDrinkEmptyRight"
2119 = "W_ItemLadderDrinkEndLeft"
2120 = "W_ItemLadderDrinkEndRight"
2121 = "W_ItemLadderDrinkingLeft"
2122 = "W_ItemLadderDrinkingMPLeft"
2123 = "W_ItemLadderDrinkingMPRight"
2124 = "W_ItemLadderDrinkingRight"
2125 = "W_ItemLadderDrinkMPStartLeft"
2126 = "W_ItemLadderDrinkMPStartRight"
2127 = "W_ItemLadderDrinkNothingLeft"
2128 = "W_ItemLadderDrinkNothingRight"
2129 = "W_ItemLadderDrinkStartLeft"
2130 = "W_ItemLadderDrinkStartRight"
2131 = "W_ItemLadderEatJerkyLeft"
2132 = "W_ItemLadderEatJerkyRight"
2133 = "W_ItemLadderElixirLeft"
2134 = "W_ItemLadderElixirRight"
2135 = "W_ItemLadderInvalidLeft"
2136 = "W_ItemLadderInvalidRight"
2137 = "W_ItemLadderRecoverLeft"
2138 = "W_ItemLadderRecoverRight"
2139 = "W_ItemLadderSoulLeft"
2140 = "W_ItemLadderSoulRight"
2141 = "W_ItemLanternOff"
2142 = "W_ItemLanternOff_Upper"
2143 = "W_ItemLanternOn"
2144 = "W_ItemLanternOn_Upper"
2145 = "W_ItemMeganeEnd"
2146 = "W_ItemMeganeEnd_Upper"
2147 = "W_ItemMeganeLoop"
2148 = "W_ItemMeganeLoop_Upper"
2149 = "W_ItemMeganeStart"
2150 = "W_ItemMeganeStart_Upper"
2151 = "W_ItemMessage"
2152 = "W_ItemMessage_Upper"
2153 = "W_ItemMultKick"
2154 = "W_ItemMultKick_Upper"
2155 = "W_ItemOneShot"
2156 = "W_ItemOneShot_SelfTrans"
2157 = "W_ItemOneShot_SelfTrans_Upper"
2158 = "W_ItemOneShot_Upper"
2159 = "W_ItemOneShot_Upper_SelfTrans"
2160 = "W_ItemPray"
2161 = "W_ItemPray_Upper"
2162 = "W_ItemPrayMulti"
2163 = "W_ItemPrayMulti_Upper"
2164 = "W_ItemRecover"
2165 = "W_ItemRecover_Upper"
2166 = "W_ItemSignPool"
2167 = "W_ItemSignPool_Upper"
2168 = "W_ItemSoul"
2169 = "W_ItemSoul_Upper"
2170 = "W_ItemSummonBuddy"
2171 = "W_ItemSummonBuddy_Upper"
2172 = "W_ItemSummonEnd"
2173 = "W_ItemSummonEnd_Upper"
2174 = "W_ItemSummoning"
2175 = "W_ItemSummoning_Upper"
2176 = "W_ItemSummonStart"
2177 = "W_ItemSummonStart_Upper"
2178 = "W_ItemThrowBackBottle"
2179 = "W_ItemThrowBackBottle_Upper"
2180 = "W_ItemThrowBottle"
2181 = "W_ItemThrowBottle_Upper"
2182 = "W_ItemThrowKnife"
2183 = "W_ItemThrowKnife_Upper"
2184 = "W_ItemThrowSpear"
2185 = "W_ItemThrowSpear_Upper"
2186 = "W_ItemTongue"
2187 = "W_ItemTongue_Upper"
2188 = "W_ItemTrap"
2189 = "W_ItemTrap_Upper"
2190 = "W_ItemVoice"
2191 = "W_ItemVoice_Upper"
